imputacao,balanceamento,modelo,otimizador,tentativa,f1_cv,parametros
MissForest,SMOTE,Árvore de Decisão,Optuna TPE,4,0.7305995787109237,"{""modelo__criterion"": ""entropy"", ""modelo__max_depth"": 4, ""modelo__min_samples_split"": 5, ""modelo__min_samples_leaf"": 10}"
MissForest,SMOTE,Árvore de Decisão,Optuna TPE,5,0.7271068337204855,"{""modelo__criterion"": ""gini"", ""modelo__max_depth"": 5, ""modelo__min_samples_split"": 5, ""modelo__min_samples_leaf"": 5}"
MissForest,SMOTE,Árvore de Decisão,Optuna TPE,6,0.7221566841573889,"{""modelo__criterion"": ""entropy"", ""modelo__max_depth"": 5, ""modelo__min_samples_split"": 10, ""modelo__min_samples_leaf"": 10}"
MissForest,SMOTE,Árvore de Decisão,Optuna TPE,7,0.6987424742313292,"{""modelo__criterion"": ""entropy"", ""modelo__max_depth"": 6, ""modelo__min_samples_split"": 20, ""modelo__min_samples_leaf"": 5}"
MissForest,SMOTE,Árvore de Decisão,Optuna TPE,8,0.733954227131615,"{""modelo__criterion"": ""entropy"", ""modelo__max_depth"": 4, ""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 5}"
MissForest,SMOTE,Árvore de Decisão,Optuna TPE,9,0.7373719411112652,"{""modelo__criterion"": ""gini"", ""modelo__max_depth"": 4, ""modelo__min_samples_split"": 10, ""modelo__min_samples_leaf"": 5}"
MissForest,SMOTE,Árvore de Decisão,Optuna TPE,10,0.7373719411112652,"{""modelo__criterion"": ""gini"", ""modelo__max_depth"": 4, ""modelo__min_samples_split"": 10, ""modelo__min_samples_leaf"": 5}"
MissForest,SMOTE,Árvore de Decisão,Optuna TPE,11,0.7373719411112652,"{""modelo__criterion"": ""gini"", ""modelo__max_depth"": 4, ""modelo__min_samples_split"": 10, ""modelo__min_samples_leaf"": 5}"
MissForest,SMOTE,Random Forest,Random Search,0,0.7272859033586645,"{""modelo__n_estimators"": 200, ""modelo__min_samples_split"": 5, ""modelo__min_samples_leaf"": 2, ""modelo__max_features"": 0.8, ""modelo__max_depth"": null, ""modelo__criterion"": ""entropy""}"
MissForest,SMOTE,Random Forest,Random Search,1,0.7355751759495277,"{""modelo__n_estimators"": 140, ""modelo__min_samples_split"": 5, ""modelo__min_samples_leaf"": 1, ""modelo__max_features"": 0.8, ""modelo__max_depth"": 8, ""modelo__criterion"": ""gini""}"
MissForest,SMOTE,Random Forest,Random Search,2,0.7433772119198876,"{""modelo__n_estimators"": 200, ""modelo__min_samples_split"": 10, ""modelo__min_samples_leaf"": 5, ""modelo__max_features"": ""sqrt"", ""modelo__max_depth"": null, ""modelo__criterion"": ""entropy""}"
MissForest,SMOTE,Random Forest,Random Search,3,0.7365216381121708,"{""modelo__n_estimators"": 80, ""modelo__min_samples_split"": 10, ""modelo__min_samples_leaf"": 5, ""modelo__max_features"": ""sqrt"", ""modelo__max_depth"": 6, ""modelo__criterion"": ""entropy""}"
MissForest,SMOTE,Random Forest,Random Search,4,0.7365007621368079,"{""modelo__n_estimators"": 80, ""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 5, ""modelo__max_features"": 0.8, ""modelo__max_depth"": 4, ""modelo__criterion"": ""gini""}"
MissForest,SMOTE,Random Forest,Random Search,5,0.7375529361180607,"{""modelo__n_estimators"": 140, ""modelo__min_samples_split"": 10, ""modelo__min_samples_leaf"": 2, ""modelo__max_features"": ""log2"", ""modelo__max_depth"": 6, ""modelo__criterion"": ""entropy""}"
MissForest,SMOTE,Random Forest,Random Search,6,0.7367714428615386,"{""modelo__n_estimators"": 140, ""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 5, ""modelo__max_features"": ""sqrt"", ""modelo__max_depth"": 8, ""modelo__criterion"": ""gini""}"
MissForest,SMOTE,Random Forest,Random Search,7,0.7299816483167648,"{""modelo__n_estimators"": 200, ""modelo__min_samples_split"": 5, ""modelo__min_samples_leaf"": 5, ""modelo__max_features"": ""log2"", ""modelo__max_depth"": 6, ""modelo__criterion"": ""gini""}"
MissForest,SMOTE,Random Forest,Random Search,8,0.7212827072345337,"{""modelo__n_estimators"": 80, ""modelo__min_samples_split"": 10, ""modelo__min_samples_leaf"": 2, ""modelo__max_features"": 0.8, ""modelo__max_depth"": 8, ""modelo__criterion"": ""gini""}"
MissForest,SMOTE,Random Forest,Random Search,9,0.7313416368442444,"{""modelo__n_estimators"": 140, ""modelo__min_samples_split"": 10, ""modelo__min_samples_leaf"": 1, ""modelo__max_features"": ""log2"", ""modelo__max_depth"": null, ""modelo__criterion"": ""gini""}"
MissForest,SMOTE,Random Forest,Random Search,10,0.7221738613984634,"{""modelo__n_estimators"": 200, ""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 2, ""modelo__max_features"": ""log2"", ""modelo__max_depth"": null, ""modelo__criterion"": ""entropy""}"
MissForest,SMOTE,Random Forest,Random Search,11,0.7391902400772891,"{""modelo__n_estimators"": 200, ""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 2, ""modelo__max_features"": ""log2"", ""modelo__max_depth"": null, ""modelo__criterion"": ""gini""}"
MissForest,SMOTE,Random Forest,Optuna TPE,0,0.7273749364990242,"{""modelo__n_estimators"": 140, ""modelo__max_depth"": 4, ""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 2, ""modelo__max_features"": ""sqrt"", ""modelo__criterion"": ""entropy""}"
MissForest,SMOTE,Random Forest,Optuna TPE,1,0.7337455019166906,"{""modelo__n_estimators"": 200, ""modelo__max_depth"": null, ""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 5, ""modelo__max_features"": 0.8, ""modelo__criterion"": ""gini""}"
MissForest,SMOTE,Random Forest,Optuna TPE,2,0.735155766365175,"{""modelo__n_estimators"": 200, ""modelo__max_depth"": 8, ""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 5, ""modelo__max_features"": ""log2"", ""modelo__criterion"": ""gini""}"
MissForest,SMOTE,Random Forest,Optuna TPE,3,0.7312959014451552,"{""modelo__n_estimators"": 140, ""modelo__max_depth"": null, ""modelo__min_samples_split"": 5, ""modelo__min_samples_leaf"": 2, ""modelo__max_features"": 0.8, ""modelo__criterion"": ""gini""}"
MissForest,SMOTE,Random Forest,Optuna TPE,4,0.7471253654459762,"{""modelo__n_estimators"": 200, ""modelo__max_depth"": 8, ""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 1, ""modelo__max_features"": ""log2"", ""modelo__criterion"": ""gini""}"
MissForest,SMOTE,Random Forest,Optuna TPE,5,0.7530785167490536,"{""modelo__n_estimators"": 80, ""modelo__max_depth"": 8, ""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 1, ""modelo__max_features"": ""sqrt"", ""modelo__criterion"": ""gini""}"
MissForest,SMOTE,Random Forest,Optuna TPE,6,0.7419908466819222,"{""modelo__n_estimators"": 80, ""modelo__max_depth"": 6, ""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 1, ""modelo__max_features"": ""sqrt"", ""modelo__criterion"": ""gini""}"
MissForest,SMOTE,Random Forest,Optuna TPE,7,0.7397275402748322,"{""modelo__n_estimators"": 80, ""modelo__max_depth"": 8, ""modelo__min_samples_split"": 10, ""modelo__min_samples_leaf"": 1, ""modelo__max_features"": ""sqrt"", ""modelo__criterion"": ""entropy""}"
MissForest,SMOTE,Random Forest,Optuna TPE,8,0.7330589942484957,"{""modelo__n_estimators"": 80, ""modelo__max_depth"": 8, ""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 5, ""modelo__max_features"": ""sqrt"", ""modelo__criterion"": ""gini""}"
MissForest,SMOTE,Random Forest,Optuna TPE,9,0.7505590178601332,"{""modelo__n_estimators"": 140, ""modelo__max_depth"": 8, ""modelo__min_samples_split"": 5, ""modelo__min_samples_leaf"": 1, ""modelo__max_features"": ""sqrt"", ""modelo__criterion"": ""gini""}"
MissForest,SMOTE,Random Forest,Optuna TPE,10,0.737543560521081,"{""modelo__n_estimators"": 200, ""modelo__max_depth"": 6, ""modelo__min_samples_split"": 5, ""modelo__min_samples_leaf"": 5, ""modelo__max_features"": ""log2"", ""modelo__criterion"": ""entropy""}"
MissForest,SMOTE,Random Forest,Optuna TPE,11,0.7505590178601332,"{""modelo__n_estimators"": 140, ""modelo__max_depth"": 8, ""modelo__min_samples_split"": 5, ""modelo__min_samples_leaf"": 1, ""modelo__max_features"": ""sqrt"", ""modelo__criterion"": ""gini""}"
MissForest,RandomUnderSampling,Árvore de Decisão,Random Search,0,0.6923034184105973,"{""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 10, ""modelo__max_depth"": 6, ""modelo__criterion"": ""gini""}"
MissForest,RandomUnderSampling,Árvore de Decisão,Random Search,1,0.6923034184105973,"{""modelo__min_samples_split"": 20, ""modelo__min_samples_leaf"": 10, ""modelo__max_depth"": 6, ""modelo__criterion"": ""gini""}"
MissForest,RandomUnderSampling,Árvore de Decisão,Random Search,2,0.7234203915999103,"{""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 5, ""modelo__max_depth"": 3, ""modelo__criterion"": ""gini""}"
MissForest,RandomUnderSampling,Árvore de Decisão,Random Search,3,0.7108310519264539,"{""modelo__min_samples_split"": 20, ""modelo__min_samples_leaf"": 5, ""modelo__max_depth"": 8, ""modelo__criterion"": ""gini""}"
MissForest,RandomUnderSampling,Árvore de Decisão,Random Search,4,0.7156146323316498,"{""modelo__min_samples_split"": 10, ""modelo__min_samples_leaf"": 2, ""modelo__max_depth"": 5, ""modelo__criterion"": ""gini""}"
MissForest,RandomUnderSampling,Árvore de Decisão,Random Search,5,0.7251788307356758,"{""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 5, ""modelo__max_depth"": 3, ""modelo__criterion"": ""entropy""}"
MissForest,RandomUnderSampling,Árvore de Decisão,Random Search,6,0.7188712522045856,"{""modelo__min_samples_split"": 5, ""modelo__min_samples_leaf"": 2, ""modelo__max_depth"": 4, ""modelo__criterion"": ""entropy""}"
MissForest,RandomUnderSampling,Árvore de Decisão,Random Search,7,0.713156995799289,"{""modelo__min_samples_split"": 10, ""modelo__min_samples_leaf"": 10, ""modelo__max_depth"": 3, ""modelo__criterion"": ""gini""}"
MissForest,RandomUnderSampling,Árvore de Decisão,Random Search,8,0.6867600980145464,"{""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 5, ""modelo__max_depth"": 6, ""modelo__criterion"": ""gini""}"
MissForest,RandomUnderSampling,Árvore de Decisão,Random Search,9,0.6993362117202028,"{""modelo__min_samples_split"": 20, ""modelo__min_samples_leaf"": 10, ""modelo__max_depth"": 6, ""modelo__criterion"": ""entropy""}"
MissForest,RandomUnderSampling,Árvore de Decisão,Random Search,10,0.7270762034020599,"{""modelo__min_samples_split"": 10, ""modelo__min_samples_leaf"": 5, ""modelo__max_depth"": 4, ""modelo__criterion"": ""gini""}"
MissForest,RandomUnderSampling,Árvore de Decisão,Random Search,11,0.7282827443659051,"{""modelo__min_samples_split"": 10, ""modelo__min_samples_leaf"": 2, ""modelo__max_depth"": 3, ""modelo__criterion"": ""entropy""}"
MissForest,RandomUnderSampling,Árvore de Decisão,Optuna TPE,0,0.7282827443659051,"{""modelo__criterion"": ""entropy"", ""modelo__max_depth"": 3, ""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 2}"
MissForest,RandomUnderSampling,Árvore de Decisão,Optuna TPE,1,0.7013924925383259,"{""modelo__criterion"": ""entropy"", ""modelo__max_depth"": 8, ""modelo__min_samples_split"": 20, ""modelo__min_samples_leaf"": 2}"
MissForest,RandomUnderSampling,Árvore de Decisão,Optuna TPE,2,0.6956503370621406,"{""modelo__criterion"": ""gini"", ""modelo__max_depth"": 8, ""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 10}"
MissForest,RandomUnderSampling,Árvore de Decisão,Optuna TPE,3,0.7164317539571089,"{""modelo__criterion"": ""entropy"", ""modelo__max_depth"": 4, ""modelo__min_samples_split"": 5, ""modelo__min_samples_leaf"": 10}"
MissForest,RandomUnderSampling,Árvore de Decisão,Optuna TPE,4,0.7282827443659051,"{""modelo__criterion"": ""entropy"", ""modelo__max_depth"": 3, ""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 2}"
MissForest,RandomUnderSampling,Árvore de Decisão,Optuna TPE,5,0.7150324970697026,"{""modelo__criterion"": ""gini"", ""modelo__max_depth"": 5, ""modelo__min_samples_split"": 10, ""modelo__min_samples_leaf"": 5}"
MissForest,RandomUnderSampling,Árvore de Decisão,Optuna TPE,6,0.7251788307356758,"{""modelo__criterion"": ""entropy"", ""modelo__max_depth"": 3, ""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 5}"
MissForest,RandomUnderSampling,Árvore de Decisão,Optuna TPE,7,0.7234203915999103,"{""modelo__criterion"": ""gini"", ""modelo__max_depth"": 3, ""modelo__min_samples_split"": 20, ""modelo__min_samples_leaf"": 2}"
MissForest,RandomUnderSampling,Árvore de Decisão,Optuna TPE,8,0.7225325569535238,"{""modelo__criterion"": ""gini"", ""modelo__max_depth"": 4, ""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 2}"
MissForest,RandomUnderSampling,Árvore de Decisão,Optuna TPE,9,0.6853036663100038,"{""modelo__criterion"": ""entropy"", ""modelo__max_depth"": 6, ""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 2}"
MissForest,RandomUnderSampling,Árvore de Decisão,Optuna TPE,10,0.7160302775441547,"{""modelo__criterion"": ""entropy"", ""modelo__max_depth"": 3, ""modelo__min_samples_split"": 10, ""modelo__min_samples_leaf"": 10}"
MissForest,RandomUnderSampling,Árvore de Decisão,Optuna TPE,11,0.7282827443659051,"{""modelo__criterion"": ""entropy"", ""modelo__max_depth"": 3, ""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 2}"
MissForest,RandomUnderSampling,Random Forest,Random Search,0,0.7152203875583383,"{""modelo__n_estimators"": 200, ""modelo__min_samples_split"": 5, ""modelo__min_samples_leaf"": 2, ""modelo__max_features"": 0.8, ""modelo__max_depth"": null, ""modelo__criterion"": ""entropy""}"
MissForest,RandomUnderSampling,Random Forest,Random Search,1,0.7342125114499704,"{""modelo__n_estimators"": 140, ""modelo__min_samples_split"": 5, ""modelo__min_samples_leaf"": 1, ""modelo__max_features"": 0.8, ""modelo__max_depth"": 8, ""modelo__criterion"": ""gini""}"
MissForest,RandomUnderSampling,Random Forest,Random Search,2,0.7295931380013072,"{""modelo__n_estimators"": 200, ""modelo__min_samples_split"": 10, ""modelo__min_samples_leaf"": 5, ""modelo__max_features"": ""sqrt"", ""modelo__max_depth"": null, ""modelo__criterion"": ""entropy""}"
MissForest,RandomUnderSampling,Random Forest,Random Search,3,0.7252873822144689,"{""modelo__n_estimators"": 80, ""modelo__min_samples_split"": 10, ""modelo__min_samples_leaf"": 5, ""modelo__max_features"": ""sqrt"", ""modelo__max_depth"": 6, ""modelo__criterion"": ""entropy""}"
MissForest,RandomUnderSampling,Random Forest,Random Search,4,0.7184344971555583,"{""modelo__n_estimators"": 80, ""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 5, ""modelo__max_features"": 0.8, ""modelo__max_depth"": 4, ""modelo__criterion"": ""gini""}"
MissForest,RandomUnderSampling,Random Forest,Random Search,5,0.7288523453267829,"{""modelo__n_estimators"": 140, ""modelo__min_samples_split"": 10, ""modelo__min_samples_leaf"": 2, ""modelo__max_features"": ""log2"", ""modelo__max_depth"": 6, ""modelo__criterion"": ""entropy""}"
MissForest,RandomUnderSampling,Random Forest,Random Search,6,0.7291790928261287,"{""modelo__n_estimators"": 140, ""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 5, ""modelo__max_features"": ""sqrt"", ""modelo__max_depth"": 8, ""modelo__criterion"": ""gini""}"
MissForest,RandomUnderSampling,Random Forest,Random Search,7,0.7184503347152087,"{""modelo__n_estimators"": 200, ""modelo__min_samples_split"": 5, ""modelo__min_samples_leaf"": 5, ""modelo__max_features"": ""log2"", ""modelo__max_depth"": 6, ""modelo__criterion"": ""gini""}"
MissForest,RandomUnderSampling,Random Forest,Random Search,8,0.7272757811269873,"{""modelo__n_estimators"": 80, ""modelo__min_samples_split"": 10, ""modelo__min_samples_leaf"": 2, ""modelo__max_features"": 0.8, ""modelo__max_depth"": 8, ""modelo__criterion"": ""gini""}"
MissForest,RandomUnderSampling,Random Forest,Random Search,9,0.717108370539005,"{""modelo__n_estimators"": 140, ""modelo__min_samples_split"": 10, ""modelo__min_samples_leaf"": 1, ""modelo__max_features"": ""log2"", ""modelo__max_depth"": null, ""modelo__criterion"": ""gini""}"
MissForest,RandomUnderSampling,Random Forest,Random Search,10,0.7201070470318253,"{""modelo__n_estimators"": 200, ""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 2, ""modelo__max_features"": ""log2"", ""modelo__max_depth"": null, ""modelo__criterion"": ""entropy""}"
MissForest,RandomUnderSampling,Random Forest,Random Search,11,0.7133617118313476,"{""modelo__n_estimators"": 200, ""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 2, ""modelo__max_features"": ""log2"", ""modelo__max_depth"": null, ""modelo__criterion"": ""gini""}"
MissForest,RandomUnderSampling,Random Forest,Optuna TPE,0,0.7191894659733175,"{""modelo__n_estimators"": 140, ""modelo__max_depth"": 4, ""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 2, ""modelo__max_features"": ""sqrt"", ""modelo__criterion"": ""entropy""}"
MissForest,RandomUnderSampling,Random Forest,Optuna TPE,1,0.7224765018668085,"{""modelo__n_estimators"": 200, ""modelo__max_depth"": null, ""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 5, ""modelo__max_features"": 0.8, ""modelo__criterion"": ""gini""}"
MissForest,RandomUnderSampling,Random Forest,Optuna TPE,2,0.727032311786091,"{""modelo__n_estimators"": 200, ""modelo__max_depth"": 8, ""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 5, ""modelo__max_features"": ""log2"", ""modelo__criterion"": ""gini""}"
MissForest,RandomUnderSampling,Random Forest,Optuna TPE,3,0.7170413615336031,"{""modelo__n_estimators"": 140, ""modelo__max_depth"": null, ""modelo__min_samples_split"": 5, ""modelo__min_samples_leaf"": 2, ""modelo__max_features"": 0.8, ""modelo__criterion"": ""gini""}"
MissForest,RandomUnderSampling,Random Forest,Optuna TPE,4,0.7299596818895249,"{""modelo__n_estimators"": 200, ""modelo__max_depth"": 8, ""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 1, ""modelo__max_features"": ""log2"", ""modelo__criterion"": ""gini""}"
MissForest,RandomUnderSampling,Random Forest,Optuna TPE,5,0.7275855557527618,"{""modelo__n_estimators"": 80, ""modelo__max_depth"": 8, ""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 1, ""modelo__max_features"": ""sqrt"", ""modelo__criterion"": ""gini""}"
MissForest,RandomUnderSampling,Random Forest,Optuna TPE,6,0.7283890287328574,"{""modelo__n_estimators"": 200, ""modelo__max_depth"": 8, ""modelo__min_samples_split"": 10, ""modelo__min_samples_leaf"": 1, ""modelo__max_features"": ""log2"", ""modelo__criterion"": ""gini""}"
MissForest,RandomUnderSampling,Random Forest,Optuna TPE,7,0.7307248306063054,"{""modelo__n_estimators"": 200, ""modelo__max_depth"": 8, ""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 1, ""modelo__max_features"": 0.8, ""modelo__criterion"": ""entropy""}"
MissForest,RandomUnderSampling,Random Forest,Optuna TPE,8,0.7295776177186983,"{""modelo__n_estimators"": 200, ""modelo__max_depth"": 8, ""modelo__min_samples_split"": 10, ""modelo__min_samples_leaf"": 1, ""modelo__max_features"": 0.8, ""modelo__criterion"": ""entropy""}"
MissForest,RandomUnderSampling,Random Forest,Optuna TPE,9,0.7224994366615173,"{""modelo__n_estimators"": 200, ""modelo__max_depth"": 4, ""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 1, ""modelo__max_features"": 0.8, ""modelo__criterion"": ""entropy""}"
MissForest,RandomUnderSampling,Random Forest,Optuna TPE,10,0.7284334023464458,"{""modelo__n_estimators"": 200, ""modelo__max_depth"": 8, ""modelo__min_samples_split"": 5, ""modelo__min_samples_leaf"": 5, ""modelo__max_features"": 0.8, ""modelo__criterion"": ""entropy""}"
MissForest,RandomUnderSampling,Random Forest,Optuna TPE,11,0.7081146304675716,"{""modelo__n_estimators"": 140, ""modelo__max_depth"": null, ""modelo__min_samples_split"": 2, ""modelo__min_samples_leaf"": 1, ""modelo__max_features"": ""log2"", ""modelo__criterion"": ""gini""}"
